"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Zadra F.; Elsen S.","Zadra, Franca (57970473800); Elsen, Susanne (57189271538)","57970473800; 57189271538","Preventing and redressing exploitation. Methods of anti-trafficking social work outreach in Northern Italy; [Protezione sociale contro lo sfruttamento. Metodi dell'assistenza di prossimità nell'Italia settentrionale]","2024","European Journal of Social Work","27","1","","151","164","13","1","10.1080/13691457.2022.2139665","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142142228&doi=10.1080%2f13691457.2022.2139665&partnerID=40&md5=fc78a92ecc22655000b5ac11f6cf8690","Article","Final","","Scopus","2-s2.0-85142142228"
"Dinata E.","Dinata, Erna (55654187800)","55654187800","The Social Construction and Development of an Integrated Child Protection System: In Search of Core Templates in a Diversified and Decentralized Indonesia","2023","The Oxford Handbook of Child Protection Systems","","","","747","770","23","1","10.1093/oxfordhb/9780197503546.013.34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190041081&doi=10.1093%2foxfordhb%2f9780197503546.013.34&partnerID=40&md5=3d9acf5af3d0eabfd25c5ee6e48a74a4","Book chapter","Final","","Scopus","2-s2.0-85190041081"
"Ahad M.A.; Parry Y.K.; Willis E.; Ullah S.","Ahad, Md. Abdul (57219088719); Parry, Yvonne Karen (55771978500); Willis, Eileen (57202492457); Ullah, Shahid (58521527700)","57219088719; 55771978500; 57202492457; 58521527700","Child Laborers’ Exposure to Neglect in Rural Bangladesh: Prevalence and Risk Factors","2024","Child Indicators Research","17","3","","1115","1135","20","0","10.1007/s12187-024-10129-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191399250&doi=10.1007%2fs12187-024-10129-2&partnerID=40&md5=4795c2f9addafb46b488a891c7933bf4","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85191399250"
"Schneider A.T.; Dias R.R.; Deprá M.C.; Dutra D.A.; Machado R.L.S.; de Menezes C.R.; Zepka L.Q.; Jacob-Lopes E.","Schneider, Adriane Terezinha (58680149600); Dias, Rosangela Rodrigues (57202456693); Deprá, Mariany Costa (57197756212); Dutra, Darissa Alves (59216995000); Machado, Richard Luan Silva (59169022600); de Menezes, Cristiano Ragagnin (35738628900); Zepka, Leila Queiroz (14059294200); Jacob-Lopes, Eduardo (14058196000)","58680149600; 57202456693; 57197756212; 59216995000; 59169022600; 35738628900; 14059294200; 14058196000","The Intersectionality Between Amazon and Commodities Production: A Close Look at Sustainability","2024","Land","13","10","1708","","","","0","10.3390/land13101708","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207370776&doi=10.3390%2fland13101708&partnerID=40&md5=c816656de8bb4909903d9bd1466621bc","Article","Final","All Open Access","Scopus","2-s2.0-85207370776"
"Lee B.C.; Keifer M.C.","Lee, Barbara C. (7405436992); Keifer, Matthew C. (7003964665)","7405436992; 7003964665","Rural and agricultural environments","2024","Textbook of Children's Environmental Health: Second Edition","","","","267","282","15","0","10.1093/oso/9780197662526.003.0021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201180655&doi=10.1093%2foso%2f9780197662526.003.0021&partnerID=40&md5=55750034ce4745ff3c2a4e925091bce6","Book chapter","Final","","Scopus","2-s2.0-85201180655"
"Sarker S.I.; Bartok I.","Sarker, Sadrul Islam (59352033800); Bartok, Istvan (58758894600)","59352033800; 58758894600","A Systematic Review of Green and Digital Transitional Factors in the Fashion Industry","2024","Business Systems Research","15","1","","1","21","20","1","10.2478/bsrj-2024-0001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205471534&doi=10.2478%2fbsrj-2024-0001&partnerID=40&md5=eaa0993cf7713673ebb10ad8d1f65439","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85205471534"
"Burki T.","Burki, Talha (56500213600)","56500213600","Tales of tragedy and triumph: Butterfly Butterfly","2023","The Lancet Child and Adolescent Health","7","5","","309","","","0","10.1016/S2352-4642(23)00086-X","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152268188&doi=10.1016%2fS2352-4642%2823%2900086-X&partnerID=40&md5=c1c2f46cf670d742473e22b96c909b9f","Note","Final","","Scopus","2-s2.0-85152268188"
"Eke S.","Eke, Surulola (55882638400)","55882638400","  Nahu-kparilim (cattle caretakership): understanding the persistence of unfree Fulani labour and the (non)violent renegotiation of power relations in agrarian economies in northern Ghana; [    Nahu-kparilim (gardiennage du bétail) : comprendre la persistance du travail fulani non libre et la renégociation (non)violente des relations de pouvoir dans les économies agraires du nord du Ghana]","2023","Review of African Political Economy","50","175","","49","70","21","0","10.1080/03056244.2023.2192344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167344675&doi=10.1080%2f03056244.2023.2192344&partnerID=40&md5=2c5ff340d56bed5c24d5cdf74101cd6f","Article","Final","","Scopus","2-s2.0-85167344675"
"Yang A.A.","Yang, Anand A. (7203072207)","7203072207","The prison-handicraft complex: Convict labour in colonial India","2023","Modern Asian Studies","57","3","","808","834","26","3","10.1017/S0026749X22000324","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153535774&doi=10.1017%2fS0026749X22000324&partnerID=40&md5=fa220bb4371dbc87fb9c7f2e61bd1972","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85153535774"
"Birk A.; Buda F.; Hansen T.","Birk, Andreas (7005194050); Buda, Frederike (57219438456); Hansen, Tim (58547201200)","7005194050; 57219438456; 58547201200","Dating Wall Constructions from Brick Sizes in the Flooded Basement of a WW-II Submarine Bunker for the Digitization of Cultural Heritage","2023","OCEANS 2023 - Limerick, OCEANS Limerick 2023","","","","","","","2","10.1109/OCEANSLimerick52467.2023.10244268","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173706783&doi=10.1109%2fOCEANSLimerick52467.2023.10244268&partnerID=40&md5=7ca92e571066e4c64fb8ae98e72e08fb","Conference paper","Final","","Scopus","2-s2.0-85173706783"
"Singh P.; Kumar M.","Singh, Paramjit (56579511000); Kumar, Mukesh (57214630229)","56579511000; 57214630229","How to differentiate peasant classes in capital-intensive agriculture?","2024","Journal of Agrarian Change","24","1","e12566","","","","0","10.1111/joac.12566","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172101761&doi=10.1111%2fjoac.12566&partnerID=40&md5=5436acfbbb3a286b81d82fedc4bb05fe","Article","Final","","Scopus","2-s2.0-85172101761"
"Minosh P.","Minosh, Peter (57205751957)","57205751957","Choice Spirits or the Alloy of Slavery: Samuel Blodget’s First Bank of the United States","2023","Architecture and Extraction in the Atlantic World, 1500–1850","","","","170","183","13","0","10.4324/9781003367413-15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180019807&doi=10.4324%2f9781003367413-15&partnerID=40&md5=9a9c5004cf6209f6660a0139389616f2","Book chapter","Final","","Scopus","2-s2.0-85180019807"
"Trygub O.P.; Degtyarev S.I.; Parkhomenko V.A.","Trygub, Oleksandr P. (57215006812); Degtyarev, Sergey I. (55975410500); Parkhomenko, Vladyslav A. (58484130300)","57215006812; 55975410500; 58484130300","The Development of Vocational-Technical Education in the Ukrainian Governorates of the Russian Empire in the Late 18th and Early 20th Centuries. Part 2","2023","European Journal of Contemporary Education","12","3","","1071","1081","10","4","10.13187/ejced.2023.3.1071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173073685&doi=10.13187%2fejced.2023.3.1071&partnerID=40&md5=107bc58d4ae836890123ae84ab69d81b","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85173073685"
"Danielle W.; Botao L.; Junshan L.; Patricia R.","Danielle, Willkens (59306082700); Botao, Li (59306082800); Junshan, Liu (59305602400); Patricia, Rangel (59306233300)","59306082700; 59306082800; 59305602400; 59306233300","DEFECT MONITORING AND PREDICTIVE MODELLING: AN ATLANTA CASE STUDY","2024","REHABEND","","","","1647","1659","12","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202615048&partnerID=40&md5=949049d26e0294dae0432b44460fdf71","Conference paper","Final","","Scopus","2-s2.0-85202615048"
"Alzoubi Y.; Locatelli G.; Sainati T.","Alzoubi, Yazan (58085216200); Locatelli, Giorgio (57210769700); Sainati, Tristano (56527436400)","58085216200; 57210769700; 56527436400","Modern Slavery in Projects: A Systematic Literature Review and Research Agenda","2023","Project Management Journal","54","3","","235","252","17","14","10.1177/87569728221148158","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147168862&doi=10.1177%2f87569728221148158&partnerID=40&md5=cba7f288beee3f5f7b6b2c39934921f9","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85147168862"
"Abdul-Aziz A.-R.; Olanrewaju A.; Bala P.","Abdul-Aziz, Abdul-Rashid (57880307700); Olanrewaju, Abdullateef (48861833800); Bala, Poline (7003618751)","57880307700; 48861833800; 7003618751","Mistreatment of migrant construction workers: Trajectory from the past to the present and into the future","2023","Routledge Handbook on Labour in Construction and Human Settlements: The Built Environment at Work","","","","207","223","16","0","10.1201/9781003262671-12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180907937&doi=10.1201%2f9781003262671-12&partnerID=40&md5=57b24e1be40c82f0ae600ca4f97daf54","Book chapter","Final","","Scopus","2-s2.0-85180907937"
"Luna Ostos L.M.; Roche L.; Coroama V.; Finkbeiner M.","Luna Ostos, Luisa Marcela (58854599900); Roche, Lindsey (58091392800); Coroama, Vlad (56632517900); Finkbeiner, Matthias (56262719600)","58854599900; 58091392800; 56632517900; 56262719600","Social life cycle assessment in the chocolate industry: A Colombian case study with Luker Chocolate","2024","International Journal of Life Cycle Assessment","29","5","","929","951","22","4","10.1007/s11367-023-02261-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85183663618&doi=10.1007%2fs11367-023-02261-y&partnerID=40&md5=1c5efa33fa0ceac9b4cbbf640bad46f7","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85183663618"
"Vashist P.","Vashist, Palak (58528635700)","58528635700","Identifying Child Labor: Revisiting State’s Craft in Bombay Textile Mills (1880–1911)","2023","Studies in Childhood and Youth","Part F1193","","","149","176","27","0","10.1007/978-3-031-31820-7_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85167394885&doi=10.1007%2f978-3-031-31820-7_7&partnerID=40&md5=a62b011e0578d996fa1699cbdea70770","Book chapter","Final","","Scopus","2-s2.0-85167394885"
"Quandt S.A.; Younger E.C.; Arnold T.J.; Zepeda R.; Arcury T.A.; Daniel S.S.","Quandt, Sara A. (7005921858); Younger, Elizabeth C. (58500709900); Arnold, Taylor J. (57203877920); Zepeda, Ramón (57267626600); Arcury, Thomas A. (7005890732); Daniel, Stephanie S. (57202874774)","7005921858; 58500709900; 57203877920; 57267626600; 7005890732; 57202874774","Developing Infographics to Present Research Findings from CBPR to Latinx Farmworker Community Members","2023","Progress in Community Health Partnerships: Research, Education, and Action","17","2","","217","225","8","0","10.1353/cpr.2023.a900202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165517333&doi=10.1353%2fcpr.2023.a900202&partnerID=40&md5=89b22fdb5dfbc8b6aae1f91f3ae0b834","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85165517333"
"Graddy-Lovelace G.","Graddy-Lovelace, Garrett (57190682590)","57190682590","Towards abolitionist agrarian geographies of Kentucky","2023","Environment and Planning E: Nature and Space","6","3","","1561","1589","28","1","10.1177/25148486231187795","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165430821&doi=10.1177%2f25148486231187795&partnerID=40&md5=45db3fec51c9a0bcabff7ada67b775b6","Article","Final","","Scopus","2-s2.0-85165430821"
"Datta P.; Behera B.; Timsina J.; Rahut D.B.","Datta, Pritha (57210567226); Behera, Bhagirath (13205449000); Timsina, Jagadish (8766956200); Rahut, Dil Bahadur (56962787600)","57210567226; 13205449000; 8766956200; 56962787600","Achieving sustainable development through agriculture-forestry-livestock nexus in Bangladesh: Synergies and trade-offs","2024","Agricultural Systems","215","","103854","","","","3","10.1016/j.agsy.2024.103854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182363908&doi=10.1016%2fj.agsy.2024.103854&partnerID=40&md5=13a7e5e7687ea998bcb71942ec35d660","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85182363908"
"Win N.N.; Naing A.","Win, Nyunt Nyunt (57210323163); Naing, Aung (58538772200)","57210323163; 58538772200","Tolerant Tea Shops: The Social Construction of Forbearance in Child Labor","2023","Journal of Burma Studies","27","2","","261","289","28","0","10.1353/jbs.2023.a902622","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168143658&doi=10.1353%2fjbs.2023.a902622&partnerID=40&md5=b30ce0ee5405a01015fa518a9fa972b9","Article","Final","","Scopus","2-s2.0-85168143658"
"Schoultz I.; Spanger M.; Jokinen A.; Økland Jahnsen S.; Muhire H.; Pekkarinen A.-G.","Schoultz, Isabel (55371973500); Spanger, Marlene (35774786000); Jokinen, Anniina (43461567500); Økland Jahnsen, Synnøve (58351434800); Muhire, Heraclitos (58351434900); Pekkarinen, Anna-Greta (58354711800)","55371973500; 35774786000; 43461567500; 58351434800; 58351434900; 58354711800","Constructions of migrant victims of labor exploitation in Nordic court cases","2024","International Review of Victimology","30","2","","261","281","20","3","10.1177/02697580231174912","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163046065&doi=10.1177%2f02697580231174912&partnerID=40&md5=fa0f6298ec8c2a00ce0a6ab19723df27","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85163046065"
"Martey E.; Etwire P.M.; Mockshell J.; Armah R.; Akorsikumah E.","Martey, Edward (56543675700); Etwire, Prince M. (56940753900); Mockshell, Jonathan (55990250000); Armah, Ralph (59000999000); Akorsikumah, Eli (57226437381)","56543675700; 56940753900; 55990250000; 59000999000; 57226437381","Ecological shocks and children's school attendance and farm work in Ghana","2023","World Development Perspectives","31","","100529","","","","2","10.1016/j.wdp.2023.100529","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169338205&doi=10.1016%2fj.wdp.2023.100529&partnerID=40&md5=0fd852c7c153122a3dcd488e5e9937d8","Article","Final","","Scopus","2-s2.0-85169338205"
"Arnold T.J.; Morrison S.D.; Romero M.Y.M.; Echeverria S.E.; Zapata S.; Quandt S.A.; Torres-Lara F.; Arvizu J.A.R.; Arcury T.A.","Arnold, Taylor J. (57203877920); Morrison, Sharon D. (9271280300); Romero, Michelle Y. Martin (57204514379); Echeverria, Sandra E. (57204027430); Zapata, Sylvia (59370847000); Quandt, Sara A. (7005921858); Torres-Lara, Fabiola (59371715800); Arvizu, Jose A. Robles (59371372000); Arcury, Thomas A. (7005890732)","57203877920; 9271280300; 57204514379; 57204027430; 59370847000; 7005921858; 59371715800; 59371372000; 7005890732","Essential(ly forgotten) workers: Latine youth farmworkers during the COVID-19 pandemic","2024","American Journal of Industrial Medicine","67","12","","1121","1134","13","0","10.1002/ajim.23671","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206671130&doi=10.1002%2fajim.23671&partnerID=40&md5=46f3d0f3fc7c7b97439aade1621ecf09","Article","Final","","Scopus","2-s2.0-85206671130"
"Osorio A.M.","Osorio, Ana Maria (35917093500)","35917093500","Child Labor Issues in the International Setting","2024","Agricultural Health and Safety: Recent Advances","","","","327","334","7","0","10.1201/9781003248958-45","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195977657&doi=10.1201%2f9781003248958-45&partnerID=40&md5=84e2f2326f30561fc90c5fc97a5b02e7","Book chapter","Final","","Scopus","2-s2.0-85195977657"
"Guidi C.F.; Berti F.","Guidi, Caterina Francesca (57202503413); Berti, Fabio (57160770500)","57202503413; 57160770500","Labor exploitation in the Italian agricultural sector: the case of vulnerable migrants in Tuscany","2023","Frontiers in Sociology","8","","1234873","","","","5","10.3389/fsoc.2023.1234873","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174636832&doi=10.3389%2ffsoc.2023.1234873&partnerID=40&md5=8ecd84ab5495fcdd566db050f46d63c5","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85174636832"
"Kumar R.S.; Kumar T.P.; Daniel S.; Gugapriyan R.; Shamanth S.","Kumar, R. Suresh (59372030300); Kumar, T. Praveen (59379497400); Daniel, Sam (59379741200); Gugapriyan, R. (59379497500); Shamanth, S. (59379616700)","59372030300; 59379497400; 59379741200; 59379497500; 59379616700","A review on sustainable manufacturing through green techniques","2024","AIP Conference Proceedings","3221","1","020014","","","","0","10.1063/5.0235892","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207191686&doi=10.1063%2f5.0235892&partnerID=40&md5=205980071640824800b7e143244e5ade","Conference paper","Final","","Scopus","2-s2.0-85207191686"
